Species,ID_pine,ID_spruce,GO,ID_Arabidopsis,Gene name,Gene function,Expression,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Scots pine,PITA_000039004,MA_4464g0010,,AT3G13882.1,,Ribosomal protein L34,SHADE<SUN,27.85498714,5.831526735,0.70021698,8.328170981,8.21E-17,1
Norway spruce,,MA_4464g0010,,,,,SHADE>SUN,91.32245608,-0.018596977,0.208292463,-0.089283005,0.928857,0.990704937
Scots pine,PITA_000067486,MA_449338g0010,GO:0004560,AT5G57170.2,,Tautomerase/MIF superfamily protein,SHADE<SUN,175.224837,0.692407266,0.171170529,4,,
Norway spruce,,MA_449338g0010,,,,,SHADE<SUN,199.0206464,0.153505551,0.192236726,0.798523543,0.424566736,0.837788042
Scots pine,PITA_000011774,MA_4511g0010,,AT3G02330.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,200.2377235,0.835189231,0.245350139,3.404070752,6,
Norway spruce,,MA_4511g0010,,,,,SHADE<SUN,436.6261109,0.763609361,0.611967427,1.247794126,0.21210646,0.66075396
Scots pine,PITA_000046211,MA_45208g0010,GO:0005886,AT1G30440.1,,Phototropic-responsive NPH3 family protein,SHADE<SUN,126.6222088,0.543709803,0.142291837,3.821089195,1,
Norway spruce,,MA_45208g0010,,,,,SHADE>SUN,184.4860429,-0.138777354,0.209096162,-0.663701105,0.506881632,0.880743779
Scots pine,PITA_000004071,MA_45377g0010,GO:0006863,AT3G59030.1,ATTT12,,,,,,,,
Norway spruce,,MA_45377g0010,,,,,SHADE<SUN,134.9019802,0.777156454,0.354453363,2.192549248,0.028339871,0.211457827
Scots pine,PITA_000069888,MA_454299g0010,GO:0016023,AT2G46950.1,CYP709B2,cytochrome P450,,,,,,,
Norway spruce,,MA_454299g0010,,,,,SHADE<SUN,109.4818405,0.191895215,0.724274878,0.264948047,0.791049484,0.966117813
Scots pine,PITA_000002159,MA_4549g0010,,AT1G27170.1,,transmembrane receptors;ATP binding,SHADE<SUN,103.6310262,1.278898098,0.37491067,3.411207522,6,
Scots pine,PITA_000051501,MA_4549g0010,,AT1G27170.1,,transmembrane receptors;ATP binding,SHADE>SUN,69.82649464,-6.594977611,0.678312996,-9.722617215,2.41E-22,5.74E-20
Norway spruce,,MA_4549g0010,,,,,SHADE>SUN,112.2948336,-0.076776897,0.41454518,-0.185207549,0.853066248,0.977476396
Scots pine,PITA_000011445,MA_457000g0010,,AT5G17540.1,,HXXXD-type acyl-transferase family protein,SHADE>SUN,29.14752873,-1.135117157,0.349283051,-3.249848955,1,
Norway spruce,,MA_457000g0010,,,,,SHADE<SUN,572.1470921,1.389023754,0.636153616,2.183472229,0.029001052,0.214898313
Scots pine,PITA_000000194,MA_457005g0010,GO:0005351,AT3G19940.1,,Major facilitator superfamily protein,SHADE<SUN,1,,,,,
Norway spruce,,MA_457005g0010,,,,,SHADE<SUN,58.59107108,0.241379806,0.658049183,0.366811194,0.713759858,0.947366135
Scots pine,PITA_000018011,MA_459670g0010,,AT1G15110.1,,phosphatidyl serine synthase family protein,SHADE>SUN,28.35566183,-1.156300034,0.294726017,-3.923304925,8.73E-05,1
Norway spruce,,MA_459670g0010,,,,,SHADE>SUN,61.45203704,-0.041587624,0.34508538,-0.120514012,0.904075981,0.988218256
Scots pine,PITA_000034298,MA_460253g0010,,AT1G26220.1,,Acyl-CoA N-acyltransferases (NAT) superfamily protein,SHADE<SUN,156.8086228,0.59831543,0.15372078,3.892222179,9.93E-05,1
Norway spruce,,MA_460253g0010,,,,,SHADE>SUN,97.57013157,-0.220493222,0.232325986,-0.949068273,0.34258589,0.77919149
Scots pine,PITA_000060772,MA_46214g0010,,AT5G58250.1,,unknown,SHADE>SUN,432.9306097,1,,,,
Norway spruce,,MA_46214g0010,,,,,SHADE>SUN,374.44264,-0.492675129,0.16992836,-2.899310794,0.00373984,0.052294786
Norway spruce,,MA_46622g0010,,,,,SHADE>SUN,219.8140664,-0.058567845,0.297557563,-0.196828622,0.843961652,0.97584244
Scots pine,PITA_000062323,MA_46622g0010,GO:0003824,,,,SHADE<SUN,318.4781964,0.904160318,0.268487629,3.367605128,7,
Scots pine,PITA_000072599,MA_466704g0010,,AT3G19810.1,,Protein of unknown function (DUF177),SHADE<SUN,295.7669306,0.96761169,0.181484573,5.331647066,9.73E-08,3.22E-06
Norway spruce,,MA_466704g0010,,,,,SHADE<SUN,342.0035762,0.506612035,0.313002387,1.618556461,0.105542729,0.466125486
Norway spruce,,MA_469189g0010,,,,,SHADE>SUN,121.61306,-0.104509446,0.325055667,-0.321512455,0.747822075,0.956227606
Scots pine,PITA_000077228,MA_469189g0010,,,,,SHADE>SUN,86.23074026,-1,,,,
Scots pine,PITA_000039609,MA_469277g0010,GO:0008519,AT3G24300.1,AMT1;3,,,,,,,,
Norway spruce,,MA_469277g0010,,,,,SHADE<SUN,68.9899775,0.714046408,0.520579797,1.371636803,0.170176531,0.595158077
Scots pine,PITA_000034245,MA_469702g0010,,AT4G04930.1,DES-1-LIKE,fatty acid desaturase family protein,SHADE<SUN,120.8788955,0.829250567,0.234612658,3.534551686,4,
Norway spruce,,MA_469702g0010,,,,,SHADE>SUN,59.43052655,-0.415270379,0.263644257,-1.575116348,0.115229591,0.488340508
Scots pine,PITA_000025875,MA_47319g0010,,AT3G55240.1,,Plant protein 1589 of unknown function,SHADE>SUN,8.891708731,-2.667614889,0.59023234,-4.519601367,6.20E-06,1
Scots pine,PITA_000025876,MA_47319g0010,,AT3G55240.1,,Plant protein 1589 of unknown function,SHADE>SUN,12.31165991,-3.30994394,0.612449001,-5.404440099,6.50E-08,2.24E-06
Scots pine,PITA_000025877,MA_47319g0010,,AT3G55240.1,,Plant protein 1589 of unknown function,SHADE>SUN,20.49516917,-2.620696561,0.423704793,-6.185194512,6.20E-10,2.92E-08
Scots pine,PITA_000064758,MA_47319g0010,GO:0032502,AT3G55240.1,,Plant protein 1589 of unknown function,SHADE>SUN,10.77845599,-3.716155383,0.76329149,-4.868592712,1.12E-06,3
Norway spruce,,MA_47319g0010,,,,,SHADE>SUN,44.48956711,-0.515615733,0.346640474,-1.487465462,0.136891919,0.535001386
Scots pine,PITA_000008676,MA_47626g0010,,AT5G38430.1,,Ribulose bisphosphate carboxylase (small chain) family protein,SHADE<SUN,1435.221079,1.156589144,0.161639831,7.155347386,8.35E-13,6.25E-11
Scots pine,PITA_000009596,MA_47626g0010,GO:0016491,AT5G38430.1,,,SHADE<SUN,740.6654227,0.879531626,0.149484213,5.883775992,4,
Norway spruce,,MA_47626g0010,,,,,SHADE<SUN,2028.005112,0.371797765,0.218220775,1.703768875,0.088424275,0.422799297
Scots pine,PITA_000053360,MA_476611g0010,,AT1G58370.1,ATXYN1,,,,,,,,
Norway spruce,,MA_476611g0010,,,,,SHADE>SUN,65.86978333,-0.772117923,0.374279416,-2.062945195,0.039117835,0.261176496
Scots pine,PITA_000086570,MA_478623g0010,,AT3G56650.1,,Mog1/PsbP/DUF1795-like photosystem II reaction center PsbP family protein,SHADE<SUN,242.4734339,0.886187703,0.172980061,5.123062715,3,
Norway spruce,,MA_478623g0010,,,,,SHADE>SUN,299.1680713,-0.423462063,0.166211613,-2.54772849,0.010842682,0.111087208
Scots pine,PITA_000020011,MA_48250g0010,,AT5G45930.1,CHL I2,,,,,,,,
Scots pine,PITA_000064878,MA_48250g0010,GO:0005524,AT5G45930.1,CHL I2,,,,,,,,
Norway spruce,,MA_48250g0010,,,,,SHADE<SUN,434.9498673,0.175227335,0.150702746,1.162734853,0.244937096,0.702080281
Scots pine,PITA_000047723,MA_482767g0010,,AT1G20230.1,,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,133.2836579,0.911260536,0.169831939,5.365660543,8,
Norway spruce,,MA_482767g0010,,,,,SHADE<SUN,145.3804019,0.568906387,0.322759687,1.762631489,0.077962663,0.39284876
Scots pine,PITA_000015357,MA_483364g0010,GO:0003735,AT5G13510.1,,Ribosomal protein L10 family protein,SHADE<SUN,474.4032332,0.939053107,0.186607437,5,,
Norway spruce,,MA_483364g0010,,,,,SHADE>SUN,351.4113391,-0.23054039,0.204253601,-1.128696823,0.25902575,0.717203517
Scots pine,PITA_000036343,MA_48488g0010,GO:0003676,AT5G10970.1,,C2H2 and C2HC zinc fingers superfamily protein,SHADE<SUN,299.6414161,0.687232809,0.181797212,3.780216448,1,
Norway spruce,,MA_48488g0010,,,,,SHADE<SUN,482.5756723,0.127503146,0.27463782,0.464259239,0.642462023,0.930043109
Scots pine,PITA_000045696,MA_48532g0010,,AT1G60710.1,ATB2,NAD(P)-linked oxidoreductase superfamily protein,SHADE>SUN,52.40916619,-4.880305419,0.801258525,-6,,
Norway spruce,,MA_48532g0010,,,,,SHADE<SUN,177.8164414,0.622515012,0.249740899,2.49264344,0.01267961,0.123318813
Scots pine,PITA_000066016,MA_485463g0010,,AT4G17050.1,UGLYAH,ureidoglycine aminohydrolase,SHADE<SUN,99.56328479,0.521165761,0.157968631,3.299172483,9,
Norway spruce,,MA_485463g0010,,,,,SHADE>SUN,101.5543562,-0.234170121,0.311861416,-0.750878786,0.452725609,0.854731626
Scots pine,PITA_000000266,MA_48561g0010,GO:0009628,AT5G42900.2,COR27,cold regulated gene 27,SHADE<SUN,201.3093307,0.461451218,0.117547876,3.925644892,8.65E-05,1
Norway spruce,,MA_48561g0010,,,,,SHADE<SUN,268.6905776,0.051622498,0.13463476,0.383426224,0.701403762,0.945048494
Scots pine,PITA_000050055,MA_48585g0010,GO:0004553,AT1G26560.1,BGLU40,beta glucosidase 40,SHADE<SUN,320.8535737,1.251909019,0.358700459,3.49012383,4,
Norway spruce,,MA_48585g0010,,,,,SHADE>SUN,62.25556203,-0.357455766,0.45996144,-0.777142898,0.437074467,0.845293612
Norway spruce,,MA_486760g0010,,,,,SHADE>SUN,706.1982777,-0.805169775,0.272541064,-2.954306272,0.003133728,0.045917071
Scots pine,PITA_000011559,MA_486760g0010,,,,,SHADE<SUN,517.1639067,1.562000901,0.313422218,4.983695508,6.24E-07,1.80E-05
Scots pine,PITA_000031992,MA_48841g0010,GO:0005794,AT2G22900.1,,Galactosyl transferase GMA12/MNN10 family protein,SHADE<SUN,90.68896534,0.663573629,0.192288826,3.450921429,5,
Norway spruce,,MA_48841g0010,,,,,SHADE<SUN,195.172333,0.450866924,0.203186899,2.21897635,0.026488334,0.202248256
Norway spruce,,MA_488g0010,,,,,SHADE>SUN,145.8384131,-0.386964433,0.471687274,-0.820383451,0.411997547,0.82968362
Scots pine,PITA_000016921,MA_488g0010,,,,,SHADE<SUN,316.2814566,1.107585622,0.212874001,5.203010309,1.96E-07,6.14E-06
Scots pine,PITA_000077007,MA_4908g0010,,AT5G66120.2,,3-dehydroquinate synthase,,,,,,,
Scots pine,PITA_000079630,MA_4908g0010,,AT5G66120.2,,3-dehydroquinate synthase,,,,,,,
Norway spruce,,MA_4908g0010,,,,,SHADE<SUN,189.0703437,0.135410045,0.173650079,0.779786831,0.435516359,0.84433018
Scots pine,PITA_000091837,MA_493501g0010,,AT2G45570.1,CYP76C2,cytochrome P450,,,,,,,
Norway spruce,,MA_493501g0010,,,,,SHADE>SUN,68.31606113,-0.093178573,0.572997876,-0.162615914,0.870820856,0.982008644
Scots pine,PITA_000084443,MA_495566g0010,,AT2G35660.1,CTF2A,FAD/NAD(P)-binding oxidoreductase family protein,SHADE<SUN,84.79852758,0.81803664,0.223728249,3.656385108,2,
Norway spruce,,MA_495566g0010,,,,,SHADE<SUN,2301.531486,0.464507806,0.192818538,2.409041225,0.015994491,0.144058233
Scots pine,PITA_000072200,MA_495688g0010,,AT3G61320.1,,Bestrophin-like protein,SHADE>SUN,7,,,,,
Norway spruce,,MA_495688g0010,,,,,SHADE>SUN,189.5678277,-0.606379696,0.326037581,-1.859846014,0.062907315,0.345773196
Scots pine,PITA_000000122,MA_495939g0010,,AT1G53800.2,,unknown,SHADE<SUN,3,,,,,
Norway spruce,,MA_495939g0010,,,,,SHADE<SUN,358.4859256,0.510414303,0.258024055,1.978165572,0.047910031,0.293854613
Scots pine,PITA_000012080,MA_50045g0010,GO:0003962,AT1G64660.1,ATMGL,,,,,,,,
Norway spruce,,MA_50045g0010,,,,,SHADE>SUN,56.33403686,-0.320640052,0.421774714,-0.760216395,0.447125246,0.851454259
Scots pine,PITA_000024471,MA_50216g0010,,AT5G42480.1,ARC6,Chaperone DnaJ-domain superfamily protein,SHADE<SUN,160.6711782,0.924450295,0.152946415,6,,
Norway spruce,,MA_50216g0010,,,,,SHADE>SUN,112.2989661,-0.004220463,0.216018202,-0.019537536,0.984412293,0.997658419
Scots pine,PITA_000044207,MA_507769g0010,,AT1G26830.1,ATCUL3,,,,,,,,
Norway spruce,,MA_507769g0010,,,,,SHADE<SUN,76.75681575,0.022072235,0.538660101,0.040976183,0.967314883,0.994990583
Scots pine,PITA_000080189,MA_51020g0020,GO:0044424,AT1G71790.1,,Subunits of heterodimeric actin filament capping protein Capz superfamily,SHADE<SUN,1,,,,,
Norway spruce,,MA_51020g0020,,,,,SHADE<SUN,113.8184406,0.33614438,0.184243786,1.824454371,0.068083409,0.361372495
Scots pine,PITA_000072274,MA_513089g0010,GO:0003677,AT3G05060.1,,NOP56-like pre RNA processing ribonucleoprotein,SHADE>SUN,107.1572931,1,,,,
Norway spruce,,MA_513089g0010,,,,,SHADE<SUN,106.2898279,0.824540554,0.262778712,3.137775312,0.001702353,0.029211153
Scots pine,PITA_000040134,MA_5156g0010,,AT3G14200.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,39.52931744,-0.889279089,0.245014107,-3.629501584,2,
Norway spruce,,MA_5156g0010,,,,,SHADE>SUN,44.24810522,-0.105384629,0.269578739,-0.39092337,0.695853879,0.944462513
Scots pine,PITA_000047692,MA_51694g0010,,AT2G22070.1,,pentatricopeptide (PPR) repeat-containing protein,SHADE<SUN,159.1035739,1.15536174,0.268870027,4.297101299,1.73E-05,3
Norway spruce,,MA_51694g0010,,,,,SHADE<SUN,86.57381649,0.714701647,0.22556084,3.168553765,0.001531994,0.026858376
Norway spruce,,MA_51782g0010,,,,,SHADE<SUN,167.3956628,0.127564287,0.326899878,0.390224334,0.696370669,0.944462513
Scots pine,PITA_000089357,MA_51782g0010,GO:0016829,,,,SHADE<SUN,429.338761,1.373659475,0.331356373,4.145565283,3.39E-05,6
Scots pine,PITA_000033943,MA_519985g0010,,AT3G03580.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,295.2101313,1.58294444,0.343768074,4.604687165,4.13E-06,1
Norway spruce,,MA_519985g0010,,,,,SHADE<SUN,215.2973201,0.168430581,0.327689655,0.513994197,0.607256048,0.917752482
Scots pine,PITA_000026722,MA_52380g0010,GO:0000166,AT1G02000.1,GAE2,UDP-D-glucuronate 4-epimerase 2,SHADE<SUN,190.6689461,0.692996184,0.204374234,3.390819718,6,
Norway spruce,,MA_52380g0010,,,,,SHADE>SUN,42.28584807,-0.529444337,0.291578027,-1.81578956,0.069402659,0.365564211
Scots pine,PITA_000086975,MA_52440g0010,GO:0000165,AT3G15030.3,MEE35,,,,,,,,
Norway spruce,,MA_52440g0010,,,,,SHADE<SUN,143.3483148,0.476193813,0.228911992,2.080248435,0.037502752,0.254789374
Scots pine,PITA_000051337,MA_5289g0010,GO:0005779,AT1G01820.1,PEX11C,peroxin 11c,SHADE<SUN,123.8990121,0.634766683,0.145214102,4.371246834,1.24E-05,2
Norway spruce,,MA_5289g0010,,,,,SHADE<SUN,145.2526908,0.389621668,0.199252081,1.955420824,0.05053342,0.302922624
Scots pine,PITA_000077296,MA_52987g0020,,AT4G12320.1,CYP706A6,cytochrome P450,,,,,,,
Scots pine,PITA_000095920,MA_52987g0020,GO:0016491,AT4G12320.1,CYP706A6,cytochrome P450,,,,,,,
Norway spruce,,MA_52987g0020,,,,,SHADE<SUN,65.16704157,0.921522406,0.39629081,2.325369103,0.020052232,0.169476343
Scots pine,PITA_000034435,MA_530154g0010,GO:0004601,AT2G37130.1,,Peroxidase superfamily protein,SHADE>SUN,140.5683686,-1.245915958,0.205262899,-6,,
Norway spruce,,MA_530154g0010,,,,,SHADE>SUN,69.75510345,-0.523133833,0.382486285,-1.367719192,0.17139999,0.597218237
Scots pine,PITA_000005283,MA_53302g0010,GO:0004617,AT4G34200.1,EDA9,D-3-phosphoglycerate dehydrogenase,SHADE<SUN,490.2329764,1.465830068,0.155165257,9.446896151,3.49E-21,7.22E-19
Norway spruce,,MA_53302g0010,,,,,SHADE<SUN,65.37007617,0.35978676,0.419654655,0.857340091,0.391256958,0.814049973
Scots pine,PITA_000040698,MA_53373g0010,GO:0003677,AT3G13540.1,ATMYB5,,,,,,,,
Norway spruce,,MA_53373g0010,,,,,SHADE<SUN,41.16920874,1.080626614,0.639955015,1.688597775,0.091296537,0.430519714
Scots pine,PITA_000080340,MA_53566g0010,,AT2G20980.1,MCM10,minichromosome maintenance 10,SHADE<SUN,262.2318304,0.767401107,0.199545056,3.845753557,1,
Norway spruce,,MA_53566g0010,,,,,SHADE<SUN,112.508362,0.100251655,0.280555252,0.357333019,0.720842514,0.949216646
Norway spruce,,MA_53744g0010,,,,,SHADE<SUN,883.224251,1.119116136,0.725069801,1.543459863,0.122719239,0.505597405
Scots pine,PITA_000040388,MA_53744g0010,,,,,SHADE<SUN,2036.782401,2.471306106,0.710277411,3.479353376,5,
Scots pine,PITA_000067719,MA_53835g0010,GO:0008168,AT1G64970.1,G-TMT,,,,,,,,
Norway spruce,,MA_53835g0010,,,,,SHADE<SUN,220.5281055,0.219507969,0.188482975,1.164603694,0.244179448,0.701313222
Scots pine,PITA_000020370,MA_53961g0010,GO:0005351,AT1G30220.1,ATINT2,,,,,,,,
Norway spruce,,MA_53961g0010,,,,,SHADE>SUN,129.0218186,-0.201024155,0.183280607,-1.096810833,0.272724094,0.732035861
Scots pine,PITA_000065399,MA_5481g0010,,AT4G18750.1,DOT4,Pentatricopeptide repeat (PPR) superfamily protein,SHADE<SUN,4,,,,,
Norway spruce,,MA_5481g0010,,,,,SHADE<SUN,280.047472,0.610489007,0.397839478,1.534510879,0.124904019,0.510485868
Scots pine,PITA_000018802,MA_54830g0010,GO:0009505,AT5G25460.1,,Protein of unknown function,,,,,,,
Norway spruce,,MA_54830g0010,,,,,SHADE>SUN,190.4594691,-0.162618802,0.62131424,-0.261733583,0.793526848,0.966332725
Scots pine,PITA_000005919,MA_54864g0010,,AT4G33510.1,DHS2,3-deoxy-d-arabino-heptulosonate 7-phosphate synthase,SHADE<SUN,3705.743727,1.797302587,0.225452154,7.971991185,1.56E-15,1.72E-13
Scots pine,PITA_000053708,MA_54864g0010,GO:0003849,AT4G33510.1,DHS2,3-deoxy-d-arabino-heptulosonate 7-phosphate synthase,SHADE<SUN,2721.522291,2.135543952,0.342374951,6.237442147,4.45E-10,2.14E-08
Norway spruce,,MA_54864g0010,,,,,SHADE<SUN,169.4908478,0.385762497,0.227919156,1.692540917,0.090542885,0.428673837
Scots pine,PITA_000035352,MA_54929g0010,,AT5G24930.1,ATCOL4,,,,,,,,
Norway spruce,,MA_54929g0010,,,,,SHADE<SUN,548.9810112,0.192596959,0.16352298,1.177797512,0.238877341,0.695150917
Scots pine,PITA_000052698,MA_55648g0010,,AT4G02750.1,,Tetratricopeptide repeat (TPR)-like superfamily protein,SHADE<SUN,245.1715595,1.461964033,0.378012201,3.867504883,1,
Norway spruce,,MA_55648g0010,,,,,SHADE<SUN,274.9282899,0.339335782,0.727819506,0.466236174,0.641046459,0.929481463
Scots pine,PITA_000047332,MA_55799g0010,GO:0004674,AT3G25250.1,AGC2,,,,,,,,
Norway spruce,,MA_55799g0010,,,,,SHADE>SUN,142.1826648,-0.178990227,0.357047741,-0.501306148,0.616155679,0.921386301
Scots pine,PITA_000003200,MA_56308g0010,,AT2G17880.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,10.3333974,-2.621564387,0.598726704,-4.378565997,1.19E-05,2
Scots pine,PITA_000035179,MA_56308g0010,,AT2G17880.1,,Chaperone DnaJ-domain superfamily protein,SHADE>SUN,33.9573074,-1.603506068,0.298598826,-5.37010171,7.87E-08,2.68E-06
Norway spruce,,MA_56308g0010,,,,,SHADE>SUN,2.523107165,-1.308562087,0.732201811,-1.787160407,0.073911566,0.380614522
Scots pine,PITA_000030952,MA_56322g0010,,AT2G22070.1,,pentatricopeptide (PPR) repeat-containing protein,SHADE<SUN,322.5339547,0.81689609,0.185780108,4.397112798,1,
Scots pine,PITA_000047799,MA_56322g0010,,AT2G22070.1,,pentatricopeptide (PPR) repeat-containing protein,SHADE>SUN,265.5488976,1,,,,
Norway spruce,,MA_56322g0010,,,,,SHADE<SUN,178.1535535,0.136883976,0.390946693,0.350134632,0.726237661,0.95002628
Scots pine,PITA_000054521,MA_56412g0010,GO:0000272,AT5G55230.1,ATMAP65-1,,,,,,,,
Norway spruce,,MA_56412g0010,,,,,SHADE>SUN,96.17780806,-0.556684603,0.218099295,-2.552436508,0.01069724,0.109868855
Scots pine,PITA_000069863,MA_5676077g0010,,AT5G01810.3,ATPK10,,,,,,,,
Norway spruce,,MA_5676077g0010,,,,,SHADE>SUN,33.23484216,-0.953865652,0.310103898,-3.075955055,0.002098295,0.034062992
Scots pine,PITA_000012766,MA_57103g0010,GO:0003824,AT1G79460.1,ATKS,,,,,,,,
Norway spruce,,MA_57103g0010,,,,,SHADE<SUN,203.3571132,0.093639467,0.176611485,0.530200325,0.595973046,0.914417505
Scots pine,PITA_000002759,MA_572791g0010,,AT1G65260.1,PTAC4,,,,,,,,
Norway spruce,,MA_572791g0010,,,,,SHADE>SUN,220.8240399,-0.066787081,0.174826106,-0.382020069,0.702446479,0.945226224
Scots pine,PITA_000067829,MA_57437g0010,,AT1G59700.1,ATGSTU16,,,,,,,,
Norway spruce,,MA_57437g0010,,,,,SHADE<SUN,68.64001767,0.531173625,0.315959052,1.681147038,0.092734358,0.433695672
Scots pine,PITA_000024316,MA_57964g0010,GO:0035251,AT1G73880.1,UGT89B1,UDP-glucosyl transferase 89B1,SHADE<SUN,197.6889516,0.918773249,0.191788789,4.790547211,1.66E-06,4.46E-05
Norway spruce,,MA_57964g0010,,,,,SHADE>SUN,8.968448174,-1.267176318,0.531221929,-2.385399112,0.017060601,0.15106546
Scots pine,PITA_000084603,MA_5803g0010,GO:0016020,AT1G28230.1,ATPUP1,,,,,,,,
Norway spruce,,MA_5803g0010,,,,,SHADE>SUN,5.040738773,-0.057886798,0.74092032,-0.078128236,0.937726047,0.991487716
Scots pine,PITA_000076933,MA_585559g0010,,AT1G48300.1,,unknown,SHADE<SUN,109.863268,1.256088027,0.265249704,4.73549267,2.19E-06,5.69E-05
Scots pine,PITA_000080057,MA_585559g0010,GO:0016740,AT1G48300.1,,unknown,SHADE<SUN,234.8089485,1.897283038,0.211515574,8.969944889,2.97E-19,5.12E-17
Norway spruce,,MA_585559g0010,,,,,SHADE>SUN,211.0654618,-0.129997698,0.302067896,-0.4303592,0.666934369,0.936834126
Scots pine,PITA_000025880,MA_585675g0010,GO:0032502,AT3G55240.1,,Plant protein 1589 of unknown function,SHADE>SUN,29.91794112,-1.6525341,0.462505775,-3.573002089,3,
Norway spruce,,MA_585675g0010,,,,,SHADE>SUN,8.683687164,-0.857784954,0.626154252,-1.369925944,0.17071002,0.596117893
Scots pine,PITA_000005779,MA_58673g0010,GO:0003848,AT4G30000.1,,Dihydropterin pyrophosphokinase / Dihydropteroate synthase,SHADE<SUN,268.3448066,8.391407141,0.634674378,13.2215943,6.59E-40,8.50E-37
Norway spruce,,MA_58673g0010,,,,,SHADE<SUN,99.0598782,0.475737368,0.230328423,2.065473999,0.038878173,0.260245534
Norway spruce,,MA_58875g0010,,,,,SHADE>SUN,42.63911467,-0.615346946,0.401777911,-1.531559922,0.125631069,0.511841264
Scots pine,PITA_000082324,MA_58875g0010,,,,,SHADE>SUN,314.4549971,-6.387900059,0.770876329,-8.286543274,1.17E-16,1.48E-14
Scots pine,PITA_000007207,MA_58991g0010,,AT4G33590.1,,unknown,SHADE>SUN,3,,,,,
Norway spruce,,MA_58991g0010,,,,,SHADE>SUN,68.2345974,-0.351041337,0.317369425,-1.106096899,0.268684581,0.728605742
Scots pine,PITA_000072503,MA_592495g0010,GO:0010181,AT1G76690.1,ATOPR2,,,,,,,,
Norway spruce,,MA_592495g0010,,,,,SHADE>SUN,62.87221866,-0.132397866,0.353908243,-0.374102238,0.708328254,0.946423673
Norway spruce,,MA_59693g0010,,,,,SHADE<SUN,1091.33326,0.040787005,0.217090971,0.187879785,0.850970889,0.977122036
Scots pine,PITA_000068553,MA_59693g0010,,,,,SHADE<SUN,456.2649417,0.658660166,0.126644114,5.200874693,1.98E-07,6.21E-06
Norway spruce,,MA_59794g0010,,,,,SHADE>SUN,275.8735433,-0.557336235,0.33328531,-1.672249625,0.094475109,0.438224854
Scots pine,PITA_000088363,MA_59794g0010,,,,,SHADE<SUN,588.6544456,0.817322781,0.229141912,3.56688471,3,
Scots pine,PITA_000004474,MA_60075g0010,,AT4G01150.1,,unknown,SHADE>SUN,952.8767895,1,,,,
Scots pine,PITA_000052976,MA_60075g0010,,AT4G01150.1,,unknown,SHADE<SUN,285.8096281,0.860249391,0.132931112,6.47139244,9.71E-11,5.18E-09
Norway spruce,,MA_60075g0010,,,,,SHADE>SUN,859.8060826,-0.151326864,0.196247471,-0.771102239,0.440646334,0.84690891
Scots pine,PITA_000045996,MA_60155g0010,GO:0003824,AT1G28590.1,,GDSL-like Lipase/Acylhydrolase superfamily protein,SHADE<SUN,276.624679,1.918765398,0.269715012,7.114047472,1.13E-12,8.32E-11
Norway spruce,,MA_60155g0010,,,,,SHADE<SUN,1096.441604,0.705222892,0.632218706,1.115472992,0.264647786,0.723650218
Scots pine,PITA_000070150,MA_60257g0010,GO:0005739,AT1G63970.1,ISPF,,,,,,,,
Norway spruce,,MA_60257g0010,,,,,SHADE<SUN,253.8550005,0.171899855,0.191025733,0.899878003,0.368185177,0.797538849
Scots pine,PITA_000017848,MA_6064g0010,,AT4G13420.1,ATHAK5,,,,,,,,
Norway spruce,,MA_6064g0010,,,,,SHADE<SUN,121.4080964,0.238683558,0.723238654,0.330020467,0.741384497,0.954193802
Scots pine,PITA_000007849,MA_6067g0010,,AT3G05390.1,,unknown,SHADE<SUN,251.8334791,0.890888722,0.158479718,5.621468379,1.89E-08,7.12E-07
Scots pine,PITA_000007852,MA_6067g0010,GO:0008168,AT3G05390.1,,unknown,SHADE<SUN,218.4571066,0.766165534,0.162501356,4.714825487,2.42E-06,6.24E-05
Norway spruce,,MA_6067g0010,,,,,SHADE>SUN,358.8164182,-0.200778377,0.638665742,-0.314371609,0.753238817,0.957036608
Scots pine,PITA_000045597,MA_61037g0010,,AT5G04820.1,ATOFP13,,,,,,,,
Norway spruce,,MA_61037g0010,,,,,SHADE>SUN,22.05649565,-1.094005568,0.389473924,-2.808931486,0.004970622,0.06390291
Scots pine,PITA_000012081,MA_611684g0010,,AT1G64660.1,ATMGL,,,,,,,,
Norway spruce,,MA_611684g0010,,,,,SHADE>SUN,185.8576842,-0.377289968,0.634172638,-0.594932586,0.551888534,0.899977957
Scots pine,PITA_000048928,MA_612949g0010,,AT5G56150.2,UBC30,ubiquitin-conjugating enzyme 30,SHADE>SUN,54.80511602,-0.977093208,0.221874951,-4.403801349,1,
Norway spruce,,MA_612949g0010,,,,,SHADE<SUN,77.0411982,0.256674994,0.270797933,0.947846948,0.343207376,0.779438122
Norway spruce,,MA_61492g0010,,,,,SHADE>SUN,115.7302764,-0.566798405,0.467823666,-1.211564199,0.225679246,0.679049244
Scots pine,PITA_000066517,MA_61492g0010,,,,,SHADE>SUN,33.89706771,-1.100769805,0.292355659,-3.76517359,1,
